 log_id,User_id,Username,Date,Actions
7128,223,"Hafiz Muhammad","01/01/23 11:34:38am","user Loged in"
7129,223,".Hafiz Muhammad.","01/01/23 11:34:39am","view notifications"
7130,223,".Hafiz Muhammad.","01/01/23 11:36:09am","view lectures"
7131,223,".Hafiz Muhammad.","01/01/23 11:37:25am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
7132,223,".Hafiz Muhammad.","01/01/23 11:38:42am",".downloaded lecture file Lecture 1."
7133,223,".Hafiz Muhammad.","01/01/23 11:39:59am","attempt Quiz"
7135,223,".Hafiz Muhammad.","01/01/23 11:40:30am","view progress"
7136,223,".Hafiz Muhammad.","01/01/23 11:41:49am","user logged out"
7137,220,Hira,"01/01/23 11:45:03am","user Loged in"
7138,220,.Hira.,"01/01/23 11:45:04am","view notifications"
7139,220,.Hira.,"01/01/23 11:46:48am","view lectures"
7140,220,.Hira.,"01/01/23 11:48:02am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
7141,220,.Hira.,"01/01/23 11:49:18am",".downloaded lecture file Lecture 1."
7142,220,.Hira.,"01/01/23 11:49:46am","attempt Quiz"
7144,220,.Hira.,"01/01/23 11:50:25am","view progress"
7145,220,.Hira.,"01/01/23 11:51:45am","user logged out"
7146,241,Zar,"01/01/23 11:54:05am","user Loged in"
7147,241,.Zar.,"01/01/23 11:54:06am","view notifications"
7148,241,.Zar.,"01/01/23 11:55:23am","view lectures"
7149,241,.Zar.,"01/01/23 11:56:40am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
7150,241,.Zar.,"01/01/23 11:58:05am","view assignment"
7151,241,.Zar.,"01/01/23 11:59:17am","user logged out"
7152,237,"Haroon ","01/01/23 12:00:31pm","user Loged in"
7153,237,".Haroon .","01/01/23 12:00:32pm","view notifications"
7154,237,".Haroon .","01/01/23 12:01:54pm","view lectures"
7155,237,".Haroon .","01/01/23 12:03:12pm",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
7156,237,".Haroon .","01/01/23 12:04:26pm",".downloaded lecture file Lecture 1."
7157,237,".Haroon .","01/01/23 12:05:36pm","attempt Quiz"
7159,237,".Haroon .","01/01/23 12:06:08pm","view progress"
7160,237,".Haroon .","01/01/23 12:06:37pm","user logged out"
7161,239,Qurat-ul-ain,"01/01/23 12:13:29pm","user Loged in"
7162,239,.Qurat-ul-ain.,"01/01/23 12:13:30pm","view notifications"
7163,239,.Qurat-ul-ain.,"01/01/23 12:14:53pm","view Quiz List"
7164,239,.Qurat-ul-ain.,"01/01/23 12:16:16pm","view lectures"
7165,239,.Qurat-ul-ain.,"01/01/23 12:17:29pm",".downloaded lecture file Lecture 1."
7166,239,.Qurat-ul-ain.,"01/01/23 12:18:17pm","user logged out"
7167,243,"Mahrukh ","01/01/23 12:19:16pm","user Loged in"
7168,243,".Mahrukh .","01/01/23 12:19:17pm","view notifications"
7169,243,".Mahrukh .","01/01/23 12:20:29pm","view lectures"
7170,243,".Mahrukh .","01/01/23 12:24:02pm",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
7171,243,".Mahrukh .","01/01/23 12:25:33pm",".downloaded lecture file Lecture 1."
7172,243,".Mahrukh .","01/01/23 12:27:04pm","attempt Quiz"
7174,243,".Mahrukh .","01/01/23 12:27:38pm","view progress"
7175,243,".Mahrukh .","01/01/23 12:28:05pm","user logged out"
7176,245,Sumaira,"01/01/23 12:29:14pm","user Loged in"
7177,245,.Sumaira.,"01/01/23 12:29:15pm","view notifications"
7178,245,.Sumaira.,"01/01/23 12:30:02pm","view lectures"
7179,245,.Sumaira.,"01/01/23 12:32:17pm",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
7180,245,.Sumaira.,"01/01/23 12:35:16pm",".downloaded lecture file Lecture 1."
7181,245,.Sumaira.,"01/01/23 12:40:14pm","attempt Quiz"
7183,245,.Sumaira.,"01/01/23 12:40:39pm","view progress"
7184,245,.Sumaira.,"01/01/23 12:41:05pm","user logged out"
7185,228,"Rao Mhammad","01/01/23 12:42:33pm","user Loged in"
7186,228,".Rao Mhammad.","01/01/23 12:42:35pm","view notifications"
7187,228,".Rao Mhammad.","01/01/23 12:43:52pm","view lectures"
7188,228,".Rao Mhammad.","01/01/23 12:45:02pm",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
7189,228,".Rao Mhammad.","01/01/23 12:47:15pm",".downloaded lecture file Lecture 1."
7190,228,".Rao Mhammad.","01/01/23 12:48:23pm","attempt Quiz"
7192,228,".Rao Mhammad.","01/01/23 12:48:49pm","view progress"
7193,228,".Rao Mhammad.","01/01/23 12:50:00pm","user logged out"
7194,230,"Sadia ","01/01/23 12:51:30pm","user Loged in"
7195,230,".Sadia .","01/01/23 12:51:31pm","view notifications"
7196,230,".Sadia .","01/01/23 12:52:46pm","view lectures"
7197,230,".Sadia .","01/01/23 12:54:02pm","attempt Quiz"
7199,230,".Sadia .","01/01/23 12:54:36pm","view progress"
7200,230,".Sadia .","01/01/23 12:55:54pm","view assignment"
7201,230,".Sadia .","01/01/23 12:57:05pm","user logged out"
7202,234,Shakeel,"01/01/23 12:58:38pm","user Loged in"
7203,234,.Shakeel.,"01/01/23 12:58:39pm","view notifications"
7204,234,.Shakeel.,"01/01/23 12:59:08pm","view lectures"
7205,234,.Shakeel.,"01/01/23 12:59:48pm",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
7206,234,.Shakeel.,"01/01/23 01:00:05pm",".downloaded lecture file Lecture 1."
7207,234,.Shakeel.,"01/01/23 01:02:14pm","attempt Quiz"
7209,234,.Shakeel.,"01/01/23 01:02:55pm","view progress"
7210,234,.Shakeel.,"01/01/23 01:04:07pm","user logged out"
7211,247,Raheel,"01/01/23 01:06:10pm","user Loged in"
7212,247,.Raheel.,"01/01/23 01:06:11pm","view notifications"
7213,247,.Raheel.,"01/01/23 01:06:55pm","view lectures"
7214,247,.Raheel.,"01/01/23 01:08:05pm",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
7215,247,.Raheel.,"01/01/23 01:10:13pm",".downloaded lecture file Lecture 1."
7216,247,.Raheel.,"01/01/23 01:11:22pm","attempt Quiz"
7218,247,.Raheel.,"01/01/23 01:11:47pm","view progress"
7219,247,.Raheel.,"01/01/23 01:12:57pm","user logged out"
7220,250,Alishba,"01/01/23 01:14:51pm","user Loged in"
7221,250,.Alishba.,"01/01/23 01:14:52pm","view notifications"
7222,250,.Alishba.,"01/01/23 01:14:56pm","view lectures"
7223,250,.Alishba.,"01/01/23 01:16:15pm",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
7224,250,.Alishba.,"01/01/23 01:18:26pm",".downloaded lecture file Lecture 1."
7225,250,.Alishba.,"01/01/23 01:19:41pm","attempt Quiz"
7227,250,.Alishba.,"01/01/23 01:20:33pm","view progress"
7228,250,.Alishba.,"01/01/23 01:21:45pm","user logged out"
7229,253,Hamza,"01/01/23 01:24:46pm","user Loged in"
7230,253,.Hamza.,"01/01/23 01:24:47pm","view notifications"
7231,253,.Hamza.,"01/01/23 01:26:12pm","view Quiz List"
7232,253,.Hamza.,"01/01/23 01:26:29pm","attempt Quiz"
7234,253,.Hamza.,"01/01/23 01:26:57pm","view progress"
7235,253,.Hamza.,"01/01/23 01:28:16pm","view assignment"
7236,253,.Hamza.,"01/01/23 01:29:25pm","view lectures"
7237,253,.Hamza.,"01/01/23 01:30:38pm",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
7238,253,.Hamza.,"01/01/23 01:32:52pm","user logged out"
7239,259,Tayyaba,"01/01/23 01:34:37pm","user Loged in"
7240,259,.Tayyaba.,"01/01/23 01:34:38pm","view notifications"
7241,259,.Tayyaba.,"01/01/23 01:36:11pm","view lectures"
7242,259,.Tayyaba.,"01/01/23 01:37:28pm",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
7243,259,.Tayyaba.,"01/01/23 01:39:46pm",".downloaded lecture file Lecture 1."
7244,259,.Tayyaba.,"01/01/23 01:41:03pm","attempt Quiz"
7246,259,.Tayyaba.,"01/01/23 01:41:30pm","view progress"
7247,259,.Tayyaba.,"01/01/23 01:42:40pm","user logged out"
7248,269,Sadia,"01/01/23 01:43:01pm","user Loged in"
7249,269,.Sadia.,"01/01/23 01:43:02pm","view notifications"
7250,269,.Sadia.,"01/01/23 01:44:32pm","view lectures"
7251,269,.Sadia.,"01/01/23 01:44:51pm",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
7252,269,.Sadia.,"01/01/23 01:46:01pm",".downloaded lecture file Lecture 1."
7253,269,.Sadia.,"01/01/23 01:47:10pm","attempt Quiz"
7255,269,.Sadia.,"01/01/23 01:47:51pm","view progress"
7256,269,.Sadia.,"01/01/23 01:49:06pm","user logged out"
7257,222,"Aasuda ","01/01/23 01:50:54pm","user Loged in"
7258,222,".Aasuda .","01/01/23 01:50:55pm","view notifications"
7259,222,".Aasuda .","01/01/23 01:51:08pm","view lectures"
7260,222,".Aasuda .","01/01/23 01:52:22pm",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
7261,222,".Aasuda .","01/01/23 01:52:54pm","view assignment"
7262,222,".Aasuda .","01/01/23 01:54:12pm","view progress"
7263,222,".Aasuda .","01/01/23 01:55:25pm","view Quiz List"
7264,222,".Aasuda .","01/01/23 01:56:38pm","attempt Quiz"
7266,222,".Aasuda .","01/01/23 01:57:28pm","view progress"
7267,222,".Aasuda .","01/01/23 01:58:41pm","user logged out"
7268,226,Muhammad,"01/01/23 02:01:47pm","user Loged in"
7269,226,.Muhammad.,"01/01/23 02:01:48pm","view notifications"
7270,226,.Muhammad.,"01/01/23 02:03:00pm","view lectures"
7271,226,.Muhammad.,"01/01/23 02:04:12pm",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
7272,226,.Muhammad.,"01/01/23 02:05:28pm",".downloaded lecture file Lecture 1."
7273,226,.Muhammad.,"01/01/23 02:06:39pm","attempt Quiz"
